Price,Close,High,Low,Open,Volume
Ticker,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS
Date,,,,,
2020-05-07,156.02366638183594,164.54437255859375,153.1834259033203,158.91123962402344,86914
2020-05-08,154.224853515625,161.89349365234375,153.37278747558594,158.86390686035156,38170
2020-05-11,154.46153259277344,159.2425994873047,153.65679931640625,157.8698272705078,31930
2020-05-12,152.7574005126953,157.0177459716797,149.8698272705078,157.0177459716797,34705
2020-05-13,153.5621337890625,159.95266723632812,152.47337341308594,154.7928924560547,38918
2020-05-14,151.00592041015625,154.224853515625,150.5325469970703,151.4792938232422,39891
2020-05-15,151.05325317382812,157.6804656982422,147.97633361816406,152.37869262695312,56923
2020-05-18,132.11834716796875,150.4378662109375,130.65089416503906,150.4378662109375,152990
2020-05-19,127.47928619384766,137.9881591796875,124.16567993164062,137.1834259033203,137496
2020-05-20,125.775146484375,130.7928924560547,124.11833953857422,125.91716003417969,77236
2020-05-21,125.72781372070312,135.95266723632812,124.02366638183594,127.81065368652344,451772
2020-05-22,125.91716003417969,128.8047332763672,124.11833953857422,126.86390686035156,256472
2020-05-26,125.63313293457031,129.7041473388672,124.21302032470703,129.7041473388672,101074
2020-05-27,125.86981964111328,127.3372802734375,124.49703979492188,127.3372802734375,69896
2020-05-28,126.10650634765625,128.7574005126953,125.0650863647461,128.7574005126953,149949
2020-05-29,129.0414276123047,135.8579864501953,124.78106689453125,127.71597290039062,1109291
2020-06-01,154.84024047851562,154.84024047851562,138.224853515625,147.6923065185547,1400466
2020-06-02,185.79881286621094,185.79881286621094,165.2544403076172,165.6804656982422,1906593
2020-06-03,204.3550262451172,204.3550262451172,200.71005249023438,204.3550262451172,197994
2020-06-04,194.17752075195312,214.5325469970703,194.17752075195312,214.5325469970703,1595176
2020-06-05,203.31361389160156,203.88165283203125,184.47337341308594,194.17752075195312,1441281
2020-06-08,198.15383911132812,211.124267578125,193.4674530029297,211.124267578125,684379
2020-06-09,188.73373413085938,198.86390686035156,188.40235900878906,198.5325469970703,378318
2020-06-10,180.26036071777344,194.0828399658203,179.88165283203125,190.20118713378906,331714
2020-06-11,175.43194580078125,179.88165283203125,173.2544403076172,173.2544403076172,229728
2020-06-12,172.875732421875,174.24851989746094,166.674560546875,166.674560546875,372260
2020-06-15,174.91123962402344,184.18934631347656,172.3076934814453,175.14793395996094,326706
2020-06-16,168.1420135498047,177.0414276123047,163.7869873046875,175.14793395996094,230978
2020-06-17,165.2544403076172,174.20118713378906,161.89349365234375,167.57395935058594,277669
2020-06-18,169.37278747558594,173.2071075439453,165.30177307128906,165.30177307128906,121034
2020-06-19,170.27218627929688,174.20118713378906,169.27810668945312,170.41419982910156,143389
2020-06-22,171.55029296875,173.72781372070312,167.57395935058594,172.44970703125,165787
2020-06-23,173.53846740722656,174.9585723876953,167.66864013671875,173.2544403076172,157252
2020-06-24,169.51478576660156,177.9881591796875,168.5207061767578,176.0946807861328,231660
2020-06-25,168.94674682617188,172.2130126953125,165.2071075439453,165.8698272705078,86282
2020-06-26,171.124267578125,174.20118713378906,169.4674530029297,169.4674530029297,110199
2020-06-29,165.2071075439453,169.4674530029297,163.83432006835938,165.8698272705078,99386
2020-06-30,159.71597290039062,172.2130126953125,158.5798797607422,167.57395935058594,218228
2020-07-01,160.23667907714844,161.89349365234375,159.05325317382812,161.89349365234375,121036
2020-07-02,158.9585723876953,164.54437255859375,158.34320068359375,162.84024047851562,111563
2020-07-03,159.05325317382812,161.8461456298828,158.10650634765625,161.8461456298828,82539
2020-07-06,161.94082641601562,163.7869873046875,159.1005859375,160.94674682617188,185498
2020-07-07,163.59762573242188,165.06509399414062,160.47337341308594,162.3668670654297,158479
2020-07-08,163.6449737548828,169.4674530029297,161.89349365234375,165.6804656982422,156750
2020-07-09,164.26036071777344,168.47337341308594,162.60354614257812,164.875732421875,70273
2020-07-10,159.05325317382812,164.26036071777344,157.39645385742188,164.26036071777344,141602
2020-07-13,152.0946807861328,159.05325317382812,151.1005859375,159.05325317382812,176769
2020-07-14,149.06509399414062,155.73963928222656,146.7455596923828,153.1834259033203,77978
2020-07-15,146.50888061523438,152.99407958984375,144.85206604003906,149.06509399414062,84608
2020-07-16,142.86390686035156,149.15975952148438,142.0118408203125,146.7455596923828,83556
2020-07-17,148.5917205810547,150.5325469970703,140.11834716796875,142.48521423339844,115781
2020-07-20,149.39645385742188,151.9053192138672,146.7455596923828,150.5325469970703,77684
2020-07-21,150.0118408203125,152.23667907714844,146.7455596923828,149.39645385742188,87487
